game_id,game_date,home_team,away_team,home_score,away_score,total_score,overtime,venue
2024020001,2024-10-04,BUF,NJD,1,4,5,FALSE,O2 Czech Republic
2024020002,2024-10-05,NJD,BUF,3,1,4,FALSE,O2 Czech Republic
2024020003,2024-10-08,SEA,STL,2,3,5,FALSE,Climate Pledge Arena
2024020004,2024-10-08,FLA,BOS,6,4,10,FALSE,Amerant Bank Arena
2024020005,2024-10-08,UTA,CHI,5,2,7,FALSE,Delta Center
2024020006,2024-10-09,MTL,TOR,1,0,1,FALSE,Centre Bell
2024020007,2024-10-09,PIT,NYR,0,6,6,FALSE,PPG Paints Arena
2024020008,2024-10-09,EDM,WPG,0,6,6,FALSE,Rogers Place
2024020009,2024-10-09,VAN,CGY,5,6,11,TRUE,Rogers Arena
2024020010,2024-10-09,VGK,COL,8,4,12,FALSE,T-Mobile Arena
2024020011,2024-10-10,BOS,MTL,6,4,10,FALSE,TD Garden
2024020012,2024-10-10,BUF,LAK,1,3,4,FALSE,KeyBank Center
2024020013,2024-10-10,OTT,FLA,3,1,4,FALSE,Canadian Tire Centre
2024020015,2024-10-10,NJD,TOR,2,4,6,FALSE,Prudential Center
2024020016,2024-10-10,NYI,UTA,4,5,9,TRUE,UBS Arena
2024020014,2024-10-10,DET,PIT,3,6,9,FALSE,Little Caesars Arena
2024020017,2024-10-10,NSH,DAL,3,4,7,FALSE,Bridgestone Arena
2024020018,2024-10-10,MIN,CBJ,3,2,5,FALSE,Xcel Energy Center
2024020019,2024-10-10,SJS,STL,4,5,9,TRUE,SAP Center at San Jose
2024020020,2024-10-11,CAR,TBL,1,4,5,FALSE,Lenovo Center
2024020021,2024-10-11,WPG,CHI,2,1,3,TRUE,Canada Life Centre
2024020022,2024-10-11,VAN,PHI,2,3,5,TRUE,Rogers Arena
2024020023,2024-10-11,VGK,STL,4,3,7,FALSE,T-Mobile Arena
2024020024,2024-10-12,BOS,LAK,2,1,3,TRUE,TD Garden
2024020025,2024-10-12,BUF,FLA,5,2,7,FALSE,KeyBank Center
2024020026,2024-10-12,TOR,PIT,4,2,6,FALSE,Scotiabank Arena
2024020027,2024-10-12,MTL,OTT,4,1,5,FALSE,Centre Bell
2024020028,2024-10-12,DET,NSH,3,0,3,FALSE,Little Caesars Arena
2024020030,2024-10-12,NYR,UTA,5,6,11,TRUE,Madison Square Garden
2024020031,2024-10-12,WSH,NJD,3,5,8,FALSE,Capital One Arena
2024020032,2024-10-12,DAL,NYI,3,0,3,FALSE,American Airlines Center
2024020033,2024-10-12,MIN,SEA,4,5,9,TRUE,Xcel Energy Center
2024020034,2024-10-12,COL,CBJ,4,6,10,FALSE,Ball Arena
2024020035,2024-10-12,CGY,PHI,6,3,9,FALSE,Scotiabank Saddledome
2024020036,2024-10-12,EDM,CHI,2,5,7,FALSE,Rogers Place
2024020037,2024-10-12,SJS,ANA,0,2,2,FALSE,SAP Center at San Jose
2024020038,2024-10-13,WPG,MIN,2,1,3,TRUE,Canada Life Centre
2024020039,2024-10-13,DAL,SEA,2,0,2,FALSE,American Airlines Center
2024020040,2024-10-13,EDM,CGY,1,4,5,FALSE,Rogers Place
2024020041,2024-10-13,VGK,ANA,3,1,4,FALSE,T-Mobile Arena
2024020042,2024-10-14,BOS,FLA,3,4,7,FALSE,TD Garden
2024020043,2024-10-14,OTT,LAK,8,7,15,TRUE,Canadian Tire Centre
2024020044,2024-10-14,NJD,UTA,3,0,3,FALSE,Prudential Center
2024020045,2024-10-14,NYR,DET,4,1,5,FALSE,Madison Square Garden
2024020046,2024-10-14,MTL,PIT,3,6,9,FALSE,Centre Bell
2024020047,2024-10-14,COL,NYI,2,6,8,FALSE,Ball Arena
2024020048,2024-10-15,TBL,VAN,4,1,5,FALSE,Amalie Arena
2024020049,2024-10-15,WSH,VGK,4,2,6,FALSE,Capital One Arena
2024020050,2024-10-15,CAR,NJD,4,2,6,FALSE,Lenovo Center
2024020051,2024-10-15,CBJ,FLA,3,4,7,FALSE,Nationwide Arena
2024020052,2024-10-15,STL,MIN,1,4,5,FALSE,Enterprise Center
2024020053,2024-10-15,NSH,SEA,3,7,10,FALSE,Bridgestone Arena
2024020054,2024-10-15,DAL,SJS,3,2,5,TRUE,American Airlines Center
2024020055,2024-10-15,CGY,CHI,3,1,4,FALSE,Scotiabank Saddledome
2024020056,2024-10-15,EDM,PHI,4,3,7,TRUE,Rogers Place
2024020057,2024-10-16,PIT,BUF,6,5,11,TRUE,PPG Paints Arena
2024020058,2024-10-16,TOR,LAK,6,2,8,FALSE,Scotiabank Arena
2024020059,2024-10-16,COL,BOS,3,5,8,FALSE,Ball Arena
2024020060,2024-10-16,ANA,UTA,5,4,9,TRUE,Honda Center
2024020061,2024-10-17,MTL,LAK,1,4,5,FALSE,Centre Bell
2024020062,2024-10-17,OTT,NJD,1,3,4,FALSE,Canadian Tire Centre
2024020064,2024-10-17,TBL,VGK,4,3,7,FALSE,Amalie Arena
2024020065,2024-10-17,FLA,VAN,2,3,5,TRUE,Amerant Bank Arena
2024020066,2024-10-17,WSH,DAL,3,2,5,FALSE,Capital One Arena
2024020067,2024-10-17,CBJ,BUF,6,4,10,FALSE,Nationwide Arena
2024020063,2024-10-17,DET,NYR,2,5,7,FALSE,Little Caesars Arena
2024020068,2024-10-17,STL,NYI,1,0,1,TRUE,Enterprise Center
2024020069,2024-10-17,NSH,EDM,2,4,6,FALSE,Bridgestone Arena
2024020070,2024-10-17,CHI,SJS,4,2,6,FALSE,United Center
2024020071,2024-10-17,SEA,PHI,6,4,10,FALSE,Climate Pledge Arena
2024020072,2024-10-18,PIT,CAR,1,4,5,FALSE,PPG Paints Arena
2024020073,2024-10-18,WPG,SJS,8,3,11,FALSE,Canada Life Centre
2024020074,2024-10-18,COL,ANA,4,3,7,TRUE,Ball Arena
2024020075,2024-10-19,OTT,TBL,5,4,9,FALSE,Canadian Tire Centre
2024020076,2024-10-19,NSH,DET,2,5,7,FALSE,Bridgestone Arena
2024020077,2024-10-19,DAL,EDM,4,1,5,FALSE,American Airlines Center
2024020078,2024-10-19,FLA,VGK,4,3,7,TRUE,Amerant Bank Arena
2024020079,2024-10-19,TOR,NYR,1,4,5,FALSE,Scotiabank Arena
2024020080,2024-10-19,NJD,WSH,5,6,11,TRUE,Prudential Center
2024020081,2024-10-19,NYI,MTL,4,3,7,TRUE,UBS Arena
2024020082,2024-10-19,PHI,VAN,0,3,3,FALSE,Wells Fargo Center
2024020083,2024-10-19,CBJ,MIN,1,3,4,FALSE,Nationwide Arena
2024020084,2024-10-19,STL,CAR,4,3,7,FALSE,Enterprise Center
2024020085,2024-10-19,CHI,BUF,2,4,6,FALSE,United Center
2024020086,2024-10-19,UTA,BOS,2,1,3,TRUE,Delta Center
2024020087,2024-10-19,SEA,CGY,2,1,3,TRUE,Climate Pledge Arena
2024020088,2024-10-20,WPG,PIT,6,3,9,FALSE,Canada Life Centre
2024020089,2024-10-20,SJS,COL,1,4,5,FALSE,SAP Center at San Jose
2024020090,2024-10-20,ANA,LAK,1,4,5,FALSE,Honda Center
2024020091,2024-10-21,TOR,TBL,5,2,7,FALSE,Scotiabank Arena
2024020092,2024-10-22,PHI,WSH,1,4,5,FALSE,Wells Fargo Center
2024020093,2024-10-22,FLA,MIN,1,5,6,FALSE,Amerant Bank Arena
2024020094,2024-10-22,NJD,TBL,5,8,13,FALSE,Prudential Center
2024020095,2024-10-22,BUF,DAL,4,2,6,FALSE,KeyBank Center
2024020096,2024-10-22,MTL,NYR,2,7,9,FALSE,Centre Bell
2024020097,2024-10-22,CBJ,TOR,6,2,8,FALSE,Nationwide Arena
2024020098,2024-10-22,NYI,DET,0,1,1,FALSE,UBS Arena
2024020099,2024-10-22,STL,WPG,2,3,5,FALSE,Enterprise Center
2024020100,2024-10-22,CHI,VAN,3,6,9,FALSE,United Center
2024020106,2024-10-22,SEA,COL,2,3,5,FALSE,Climate Pledge Arena
2024020101,2024-10-22,NSH,BOS,4,0,4,FALSE,Bridgestone Arena
2024020103,2024-10-22,EDM,CAR,2,3,5,TRUE,Rogers Place
2024020104,2024-10-22,UTA,OTT,0,4,4,FALSE,Delta Center
2024020102,2024-10-22,CGY,PIT,4,3,7,TRUE,Scotiabank Saddledome
2024020105,2024-10-22,ANA,SJS,3,1,4,FALSE,Honda Center
2024020107,2024-10-22,VGK,LAK,6,1,7,FALSE,T-Mobile Arena
2024020108,2024-10-23,WSH,PHI,6,3,9,FALSE,Capital One Arena
2024020109,2024-10-24,BOS,DAL,2,5,7,FALSE,TD Garden
2024020110,2024-10-24,TOR,STL,1,5,6,FALSE,Scotiabank Arena
2024020111,2024-10-24,DET,NJD,5,3,8,FALSE,Little Caesars Arena
2024020112,2024-10-24,TBL,MIN,2,4,6,FALSE,Amalie Arena
2024020113,2024-10-24,NYR,FLA,1,3,4,FALSE,Madison Square Garden
2024020114,2024-10-24,CGY,CAR,2,4,6,FALSE,Scotiabank Saddledome
2024020115,2024-10-24,UTA,COL,1,5,6,FALSE,Delta Center
2024020116,2024-10-24,SEA,WPG,3,4,7,TRUE,Climate Pledge Arena
2024020117,2024-10-24,LAK,SJS,3,2,5,FALSE,Crypto.com Arena
2024020118,2024-10-25,VGK,OTT,6,4,10,FALSE,T-Mobile Arena
2024020119,2024-10-25,NJD,NYI,3,4,7,TRUE,Prudential Center
2024020120,2024-10-25,CHI,NSH,2,3,5,FALSE,United Center
2024020121,2024-10-25,EDM,PIT,4,0,4,FALSE,Rogers Place
2024020122,2024-10-26,BUF,DET,5,3,8,FALSE,KeyBank Center
2024020123,2024-10-26,PHI,MIN,7,5,12,FALSE,Wells Fargo Center
2024020124,2024-10-26,LAK,UTA,3,2,5,FALSE,Crypto.com Arena
2024020125,2024-10-26,BOS,TOR,4,3,7,TRUE,TD Garden
2024020126,2024-10-26,MTL,STL,5,2,7,FALSE,Centre Bell
2024020127,2024-10-26,TBL,WSH,3,0,3,FALSE,Amalie Arena
2024020128,2024-10-26,NYR,ANA,2,1,3,FALSE,Madison Square Garden
2024020129,2024-10-26,CGY,WPG,3,5,8,FALSE,Scotiabank Saddledome
2024020130,2024-10-26,NYI,FLA,3,6,9,FALSE,UBS Arena
2024020131,2024-10-26,NSH,CBJ,4,3,7,TRUE,Bridgestone Arena
2024020132,2024-10-26,DAL,CHI,4,2,6,FALSE,American Airlines Center
2024020133,2024-10-26,VAN,PIT,4,3,7,FALSE,Rogers Arena
2024020134,2024-10-26,VGK,SJS,7,3,10,FALSE,T-Mobile Arena
2024020135,2024-10-26,SEA,CAR,1,4,5,FALSE,Climate Pledge Arena
2024020136,2024-10-27,DET,EDM,2,3,5,TRUE,Little Caesars Arena
2024020137,2024-10-27,NJD,ANA,6,2,8,FALSE,Prudential Center
2024020138,2024-10-27,PHI,MTL,3,4,7,FALSE,Wells Fargo Center
2024020139,2024-10-27,COL,OTT,5,4,9,FALSE,Ball Arena
2024020140,2024-10-28,BUF,FLA,2,5,7,FALSE,KeyBank Center
2024020142,2024-10-28,CBJ,EDM,6,1,7,FALSE,Nationwide Arena
2024020141,2024-10-28,TBL,NSH,3,2,5,TRUE,Amalie Arena
2024020143,2024-10-28,WPG,TOR,4,6,10,FALSE,Canada Life Centre
2024020144,2024-10-28,COL,CHI,2,5,7,FALSE,Ball Arena
2024020145,2024-10-28,UTA,SJS,4,5,9,TRUE,Delta Center
2024020146,2024-10-28,VAN,CAR,3,4,7,TRUE,Rogers Arena
2024020147,2024-10-28,VGK,CGY,5,0,5,FALSE,T-Mobile Arena
2024020148,2024-10-29,BOS,PHI,0,2,2,FALSE,TD Garden
2024020149,2024-10-29,MTL,SEA,2,8,10,FALSE,Centre Bell
2024020150,2024-10-29,OTT,STL,8,1,9,FALSE,Canadian Tire Centre
2024020152,2024-10-29,NYI,ANA,1,3,4,FALSE,UBS Arena
2024020153,2024-10-29,PIT,MIN,3,5,8,FALSE,PPG Paints Arena
2024020151,2024-10-29,WSH,NYR,5,3,8,FALSE,Capital One Arena
2024020154,2024-10-29,SJS,LAK,4,2,6,FALSE,SAP Center at San Jose
2024020155,2024-10-30,CBJ,NYI,2,0,2,FALSE,Nationwide Arena
2024020156,2024-10-30,DET,WPG,2,6,8,FALSE,Little Caesars Arena
2024020157,2024-10-30,COL,TBL,2,5,7,FALSE,Ball Arena
2024020158,2024-10-30,UTA,CGY,5,1,6,FALSE,Delta Center
2024020160,2024-10-30,LAK,VGK,6,3,9,FALSE,Crypto.com Arena
2024020159,2024-10-30,VAN,NJD,0,6,6,FALSE,Rogers Arena
2024020161,2024-10-31,TOR,SEA,4,1,5,FALSE,Scotiabank Arena
2024020162,2024-10-31,PHI,STL,2,1,3,FALSE,Wells Fargo Center
2024020163,2024-10-31,PIT,ANA,2,1,3,TRUE,PPG Paints Arena
2024020164,2024-10-31,WSH,MTL,6,3,9,FALSE,Capital One Arena
2024020165,2024-10-31,CAR,BOS,8,2,10,FALSE,Lenovo Center
2024020166,2024-10-31,NSH,EDM,1,5,6,FALSE,Bridgestone Arena
2024020167,2024-10-31,SJS,CHI,3,2,5,FALSE,SAP Center at San Jose
2024020168,2024-11-01,DAL,FLA,4,6,10,FALSE,Nokia Arena
2024020169,2024-11-01,BUF,NYI,3,4,7,FALSE,KeyBank Center
2024020170,2024-11-01,NYR,OTT,2,1,3,FALSE,Madison Square Garden
2024020171,2024-11-01,CBJ,WPG,2,6,8,FALSE,Nationwide Arena
2024020172,2024-11-01,MIN,TBL,5,3,8,FALSE,Xcel Energy Center
2024020173,2024-11-01,CGY,NJD,3,0,3,FALSE,Scotiabank Saddledome
2024020174,2024-11-02,FLA,DAL,4,2,6,FALSE,Nokia Arena
2024020175,2024-11-02,PHI,BOS,0,3,3,FALSE,Wells Fargo Center
2024020176,2024-11-02,LAK,CHI,3,4,7,TRUE,Crypto.com Arena
2024020177,2024-11-02,WSH,CBJ,7,2,9,FALSE,Capital One Arena
2024020178,2024-11-02,OTT,SEA,3,0,3,FALSE,Canadian Tire Centre
2024020179,2024-11-02,DET,BUF,2,1,3,FALSE,Little Caesars Arena
2024020180,2024-11-02,PIT,MTL,3,1,4,FALSE,PPG Paints Arena
2024020181,2024-11-02,STL,TOR,4,2,6,FALSE,Enterprise Center
2024020182,2024-11-02,NSH,COL,5,2,7,FALSE,Bridgestone Arena
2024020183,2024-11-02,VGK,UTA,4,3,7,TRUE,T-Mobile Arena
2024020184,2024-11-02,SJS,VAN,2,3,5,FALSE,SAP Center at San Jose
2024020185,2024-11-03,NYR,NYI,5,2,7,FALSE,Madison Square Garden
2024020186,2024-11-03,WPG,TBL,7,4,11,FALSE,Canada Life Centre
2024020187,2024-11-03,BOS,SEA,2,0,2,FALSE,TD Garden
2024020188,2024-11-03,CAR,WSH,4,2,6,FALSE,Lenovo Center
2024020189,2024-11-03,MIN,TOR,2,1,3,TRUE,Xcel Energy Center
2024020190,2024-11-03,CGY,EDM,2,4,6,FALSE,Scotiabank Saddledome
2024020191,2024-11-03,ANA,CHI,2,4,6,FALSE,Honda Center
2024020192,2024-11-04,NSH,LAK,0,3,3,FALSE,Bridgestone Arena
2024020193,2024-11-04,EDM,NJD,0,3,3,FALSE,Rogers Place
2024020194,2024-11-05,BUF,OTT,5,1,6,FALSE,KeyBank Center
2024020195,2024-11-05,TOR,BOS,4,0,4,FALSE,Scotiabank Arena
2024020196,2024-11-05,MTL,CGY,2,3,5,TRUE,Centre Bell
2024020197,2024-11-05,CAR,PHI,6,4,10,FALSE,Lenovo Center
2024020198,2024-11-05,NYI,PIT,4,3,7,TRUE,UBS Arena
2024020199,2024-11-05,STL,TBL,3,2,5,FALSE,Enterprise Center
2024020200,2024-11-05,MIN,LAK,1,5,6,FALSE,Xcel Energy Center
2024020201,2024-11-05,WPG,UTA,3,0,3,FALSE,Canada Life Centre
2024020202,2024-11-05,COL,SEA,6,3,9,FALSE,Ball Arena
2024020203,2024-11-05,ANA,VAN,1,5,6,FALSE,Honda Center
2024020204,2024-11-05,SJS,CBJ,2,1,3,TRUE,SAP Center at San Jose
2024020205,2024-11-06,WSH,NSH,3,2,5,FALSE,Capital One Arena
2024020206,2024-11-06,CHI,DET,1,4,5,FALSE,United Center
2024020207,2024-11-06,EDM,VGK,2,4,6,FALSE,Rogers Place
2024020208,2024-11-07,BOS,CGY,4,3,7,TRUE,TD Garden
2024020209,2024-11-07,OTT,NYI,2,4,6,FALSE,Canadian Tire Centre
2024020211,2024-11-07,FLA,NSH,6,2,8,FALSE,Amerant Bank Arena
2024020212,2024-11-07,NJD,MTL,5,3,8,FALSE,Prudential Center
2024020213,2024-11-07,NYR,BUF,1,6,7,FALSE,Madison Square Garden
2024020214,2024-11-07,CAR,PIT,5,1,6,FALSE,Lenovo Center
2024020210,2024-11-07,TBL,PHI,1,2,3,TRUE,Amalie Arena
2024020215,2024-11-07,STL,UTA,2,4,6,FALSE,Enterprise Center
2024020216,2024-11-07,DAL,CHI,3,1,4,FALSE,American Airlines Center
2024020217,2024-11-07,WPG,COL,1,0,1,FALSE,Canada Life Centre
2024020218,2024-11-07,LAK,VAN,2,4,6,FALSE,Crypto.com Arena
2024020219,2024-11-07,SJS,MIN,2,5,7,FALSE,SAP Center at San Jose
2024020220,2024-11-08,TOR,DET,3,1,4,FALSE,Scotiabank Arena
2024020221,2024-11-08,WSH,PIT,2,4,6,FALSE,Capital One Arena
2024020222,2024-11-08,ANA,MIN,2,5,7,FALSE,Honda Center
2024020223,2024-11-08,SEA,VGK,4,3,7,TRUE,Climate Pledge Arena
2024020224,2024-11-09,BUF,CGY,3,2,5,TRUE,KeyBank Center
2024020230,2024-11-09,WPG,DAL,4,1,5,FALSE,Canada Life Centre
2024020225,2024-11-09,FLA,PHI,4,3,7,TRUE,Amerant Bank Arena
2024020226,2024-11-09,BOS,OTT,2,3,5,TRUE,TD Garden
2024020227,2024-11-09,TOR,MTL,4,1,5,FALSE,Scotiabank Arena
2024020228,2024-11-09,DET,NYR,0,4,4,FALSE,Little Caesars Arena
2024020229,2024-11-09,STL,WSH,1,8,9,FALSE,Enterprise Center
2024020231,2024-11-09,NYI,NJD,3,4,7,TRUE,UBS Arena
2024020232,2024-11-09,NSH,UTA,4,0,4,FALSE,Bridgestone Arena
2024020233,2024-11-09,COL,CAR,6,4,10,FALSE,Ball Arena
2024020234,2024-11-09,LAK,CBJ,5,2,7,FALSE,Crypto.com Arena
2024020235,2024-11-09,VAN,EDM,3,7,10,FALSE,Rogers Arena
2024020236,2024-11-10,NJD,SJS,0,1,1,FALSE,Prudential Center
2024020237,2024-11-10,CHI,MIN,2,1,3,TRUE,United Center
2024020238,2024-11-10,ANA,CBJ,4,2,6,FALSE,Honda Center
2024020239,2024-11-11,BUF,MTL,5,7,12,FALSE,KeyBank Center
2024020240,2024-11-11,PHI,SJS,4,3,7,TRUE,Wells Fargo Center
2024020241,2024-11-11,PIT,DAL,1,7,8,FALSE,PPG Paints Arena
2024020242,2024-11-11,CGY,LAK,3,1,4,FALSE,Scotiabank Saddledome
2024020243,2024-11-11,COL,NSH,3,2,5,TRUE,Ball Arena
2024020244,2024-11-11,VGK,CAR,2,5,7,FALSE,T-Mobile Arena
2024020245,2024-11-12,TOR,OTT,0,3,3,FALSE,Scotiabank Arena
2024020247,2024-11-12,NYR,WPG,3,6,9,FALSE,Madison Square Garden
2024020246,2024-11-12,FLA,NJD,1,4,5,FALSE,Amerant Bank Arena
2024020248,2024-11-12,STL,BOS,2,3,5,FALSE,Enterprise Center
2024020249,2024-11-12,EDM,NYI,4,3,7,TRUE,Rogers Place
2024020250,2024-11-12,VAN,CGY,3,1,4,FALSE,Rogers Arena
2024020251,2024-11-12,SEA,CBJ,5,2,7,FALSE,Climate Pledge Arena
2024020252,2024-11-13,PIT,DET,2,3,5,TRUE,PPG Paints Arena
2024020253,2024-11-13,WSH,TOR,3,4,7,TRUE,Capital One Arena
2024020254,2024-11-13,UTA,CAR,4,1,5,FALSE,Delta Center
2024020255,2024-11-13,COL,LAK,4,2,6,FALSE,Ball Arena
2024020256,2024-11-13,ANA,VGK,2,3,5,FALSE,Honda Center
2024020258,2024-11-14,OTT,PHI,4,5,9,TRUE,Canadian Tire Centre
2024020259,2024-11-14,TBL,WPG,4,1,5,FALSE,Amalie Arena
2024020260,2024-11-14,FLA,NJD,2,6,8,FALSE,Amerant Bank Arena
2024020261,2024-11-14,NYR,SJS,3,2,5,FALSE,Madison Square Garden
2024020257,2024-11-14,BUF,STL,4,3,7,TRUE,KeyBank Center
2024020262,2024-11-14,DAL,BOS,7,2,9,FALSE,American Airlines Center
2024020263,2024-11-14,MIN,MTL,3,0,3,FALSE,Xcel Energy Center
2024020264,2024-11-14,EDM,NSH,3,2,5,TRUE,Rogers Place
2024020265,2024-11-14,VAN,NYI,2,5,7,FALSE,Rogers Arena
2024020266,2024-11-14,SEA,CHI,3,1,4,FALSE,Climate Pledge Arena
2024020267,2024-11-15,CBJ,PIT,6,2,8,FALSE,Nationwide Arena
2024020268,2024-11-15,COL,WSH,2,5,7,FALSE,Ball Arena
2024020269,2024-11-15,CGY,NSH,2,0,2,FALSE,Scotiabank Saddledome
2024020270,2024-11-15,UTA,VGK,2,4,6,FALSE,Delta Center
2024020271,2024-11-15,ANA,DET,6,4,10,FALSE,Honda Center
2024020272,2024-11-16,BOS,STL,2,3,5,TRUE,TD Garden
2024020273,2024-11-16,SEA,NYI,3,2,5,FALSE,Climate Pledge Arena
2024020274,2024-11-16,TOR,EDM,4,3,7,TRUE,Scotiabank Arena
2024020275,2024-11-16,MTL,CBJ,5,1,6,FALSE,Centre Bell
2024020276,2024-11-16,TBL,NJD,4,0,4,FALSE,Amalie Arena
2024020277,2024-11-16,FLA,WPG,5,0,5,FALSE,Amerant Bank Arena
2024020278,2024-11-16,PHI,BUF,5,2,7,FALSE,Wells Fargo Center
2024020279,2024-11-16,PIT,SJS,4,3,7,TRUE,PPG Paints Arena
2024020280,2024-11-16,CAR,OTT,4,0,4,FALSE,Lenovo Center
2024020281,2024-11-16,MIN,DAL,1,2,3,FALSE,Xcel Energy Center
2024020282,2024-11-16,LAK,DET,4,1,5,FALSE,Crypto.com Arena
2024020283,2024-11-16,VAN,CHI,4,1,5,FALSE,Rogers Arena
2024020284,2024-11-17,CAR,STL,4,1,5,FALSE,Lenovo Center
2024020286,2024-11-17,VGK,WSH,2,5,7,FALSE,T-Mobile Arena
2024020287,2024-11-17,SEA,NYR,0,2,2,FALSE,Climate Pledge Arena
2024020285,2024-11-17,VAN,NSH,3,5,8,FALSE,Rogers Arena
2024020288,2024-11-18,BOS,CBJ,1,5,6,FALSE,TD Garden
2024020289,2024-11-18,PHI,COL,2,3,5,FALSE,Wells Fargo Center
2024020290,2024-11-18,MTL,EDM,3,0,3,FALSE,Centre Bell
2024020291,2024-11-18,DAL,ANA,2,4,6,FALSE,American Airlines Center
2024020292,2024-11-18,UTA,WSH,2,6,8,FALSE,Delta Center
2024020293,2024-11-18,SJS,DET,5,4,9,TRUE,SAP Center at San Jose
2024020294,2024-11-19,OTT,EDM,2,5,7,FALSE,Canadian Tire Centre
2024020295,2024-11-19,PIT,TBL,2,3,5,TRUE,PPG Paints Arena
2024020296,2024-11-19,STL,MIN,2,4,6,FALSE,Enterprise Center
2024020297,2024-11-19,WPG,FLA,6,3,9,FALSE,Canada Life Centre
2024020298,2024-11-19,CHI,ANA,2,3,5,FALSE,United Center
2024020299,2024-11-19,CGY,NYI,2,1,3,TRUE,Scotiabank Saddledome
2024020300,2024-11-19,VAN,NYR,3,4,7,FALSE,Rogers Arena
2024020301,2024-11-20,TOR,VGK,3,0,3,FALSE,Scotiabank Arena
2024020302,2024-11-20,PHI,CAR,1,4,5,FALSE,Wells Fargo Center
2024020303,2024-11-20,DAL,SJS,5,2,7,FALSE,American Airlines Center
2024020304,2024-11-20,SEA,NSH,3,0,3,FALSE,Climate Pledge Arena
2024020305,2024-11-20,LAK,BUF,0,1,1,FALSE,Crypto.com Arena
2024020306,2024-11-21,BOS,UTA,1,0,1,FALSE,TD Garden
2024020307,2024-11-21,OTT,VGK,2,3,5,FALSE,Canadian Tire Centre
2024020308,2024-11-21,DET,NYI,2,1,3,FALSE,Little Caesars Arena
2024020309,2024-11-21,NJD,CAR,4,2,6,FALSE,Prudential Center
2024020310,2024-11-21,WSH,COL,1,2,3,FALSE,Capital One Arena
2024020311,2024-11-21,CBJ,TBL,7,6,13,TRUE,Nationwide Arena
2024020312,2024-11-21,STL,SJS,3,2,5,TRUE,Enterprise Center
2024020313,2024-11-21,CHI,FLA,3,1,4,FALSE,United Center
2024020314,2024-11-21,CGY,NYR,3,2,5,FALSE,Scotiabank Saddledome
2024020315,2024-11-21,EDM,MIN,3,5,8,FALSE,Rogers Place
